id,dictionary,reading,meanings,partOfSpeech,verbType,adjectiveType,jlptLevel,frequency
6142,"涼しい","すずしい","[""cool; refreshing; 日増しに涼しくなっていく。; It's getting cooler day by day.""]","adjective","","i_adjective","N5",1
6143,"涼む","すずむ","[""to cool oneself; to cool off; to enjoy the cool air""]","verb","godan","","N2",1
6144,"良好","りょうこう","[""good; fine; excellent; favorable; favourable; satisfactory; それに比べ最近彼女のお天気は良好。; In comparison to which she's been in a really good mood recently.""]","noun","","na_adjective","N1",1
6145,"良識","りょうしき","[""good sense; 彼は良識ある人です。; He is a person with good sense.""]","noun","","","N1",1
6146,"良質","りょうしつ","[""good quality; fine quality; superior quality; high quality; このテーブルは良質のオーク材でできている。; This table is made of good oak.""]","noun","","na_adjective","N1",1
6147,"良心","りょうしん","[""conscience; 彼は良心のとがめを感じた。; He felt the pangs of conscience.""]","noun","","","N1",1
6148,"量","りょう","[""quantity; amount; volume; capacity; portion (of food); 彼女はかなりの量の酒を飲んだ。; She has had quite a lot to drink.""]","noun","","","N2",1
6149,"領域","りょういき","[""territory; domain; 民間機が軍事的領域を侵犯したとのことです。; A commercial airplane allegedly violated military airspace.""]","noun","","","N1",1
6150,"領事","りょうじ","[""consul""]","noun","","","N2",1
6151,"領収","りょうしゅう","[""receipt (of money); receiving""]","noun","suru","","N2",1
6152,"領地","りょうち","[""territory; dominion; grounds (e.g. school)""]","noun","","","N1",1
6153,"領土","りょうど","[""territory; domain; dominion; possession; あの島はアメリカの領土です。; That island is American territory.""]","noun","","","N1",1
6154,"力","ちから","[""force; strength; might; vigour; vigor; energy; あなたは私の２倍の力がある。; You are twice as strong as I.""]","noun","","","",1
6155,"力強い","ちからづよい","[""powerful; strong; forceful; vigorous; 踊り子達は白いドレスを着てきゃしゃに見えますが、実際には彼女たちは馬のように力強いのです。; The dancers look delicate in their white dresses, but they are really as strong as horses.""]","adjective","","i_adjective","N2",1
6156,"緑","みどり","[""green; あなたは緑と青を見分けることができますか。; Can you tell green from blue?""]","noun","","","N5",1
6157,"林","はやし","[""wood; woods; forest; grove; copse; thicket; 林に竹が目立つ。; Bamboo stands out in the woods.""]","noun","","","",1
6158,"林業","りんぎょう","[""forestry""]","noun","","","N1",1
6159,"臨む","のぞむ","[""to look out on; to overlook; to front onto""]","verb","godan","","N1",1
6160,"臨時","りんじ","[""temporary; provisional; interim; 私はその会社で臨時の仕事を得た。; I got a temporary job at the firm.""]","noun","","","N2",1
6161,"輪","わ","[""ring; circle; loop; 我々は家族の輪の中で育った。; We grew up within our family circle.""]","noun","","","N2",1
6162,"隣","となり","[""next (to); adjoining; adjacent; ジョーダンさんは彼の隣に座った。; Mr Jordan sat down beside him.""]","noun","","","N5",1
6163,"涙","なみだ","[""tear; tears; lachrymal secretion; ２粒の涙が彼女のほおを流れ落ちた。; Two tears fell down her cheeks.""]","noun","","","N2",1
6164,"類","るい","[""kind; sort; type; class; genus; order; family; あの店には織物類が置いてありますか。; Does that store keep textile goods?""]","noun","","","N1",1
6165,"類似","るいじ","[""resemblance; similarity; likeness; analogy; この構成において、三角形の代わりに長方形を用いても類似の困難が生ずる。; We encounter similar difficulties when we substitute rectangles for triangles in this configuration.""]","noun","suru","","N1",1
6166,"類推","るいすい","[""analogy""]","noun","suru","","N1",1
6167,"例えば","たとえば","[""for example; for instance; e.g.; たとえば、標本はいくつですか。; How many samples, for example?""]","adverb","","","",1
6168,"例外","れいがい","[""exception; この規則には例外は認められない。; This rule allows no exception.""]","noun","","","N2",1
6169,"冷える","ひえる","[""to grow cold; to get chilly; to cool down; 冷えたビールがあればたまらないね。; A cold beer would hit the spot!""]","verb","ichidan","","",1
6170,"冷たい","つめたい","[""cold (to the touch); chilly; icy; freezing; antonym: ; 熱い;  1. hot (to the touch); もう手が冷たくって。; My hand's getting too cold.""]","adjective","","i_adjective","N5",1
6171,"冷ます","さます","[""to cool (e.g. from a high temperature to room temperature); to let cool; ちょっと冷まして、熱いうちは食べないように。; Let your food cool off a bit; don't eat it while it's hot.""]","verb","godan","","N2",1
6172,"冷める","さめる","[""to cool down; to get cold; スープは冷めていない。; The soup is not cool.""]","verb","ichidan","","N2",1
6173,"冷やかす","ひやかす","[""to banter; to make fun of; to jeer at; 彼らはジャックの髪の刈り方をひやかした。; They made fun of Jack's haircut.""]","verb","godan","","N1",1
6174,"冷やす","ひやす","[""to cool; to chill; to refrigerate; ワインをもっと冷やしたいんだ。; I want to chill the wine more.""]","verb","godan","","N2",1
6175,"冷酷","れいこく","[""cruelty; coldheartedness; relentless; ruthless; 犬を叩くなんて彼は冷酷だ。; It was cruel of him to beat his dog.""]","noun","","na_adjective","N1",1
6176,"冷静","れいせい","[""calmness; composure; coolness; serenity; presence of mind; 君はもっと冷静に行動すべきだ。; You should act more calmly.""]","noun","","na_adjective","N2",1
6177,"冷蔵","れいぞう","[""cold storage; refrigeration""]","noun","suru","","N1",1
6178,"冷蔵庫","れいぞうこ","[""refrigerator; fridge; うちの冷蔵庫は故障している。; Our refrigerator is out of order.""]","noun","","","N5",1
6179,"冷淡","れいたん","[""cool; indifferent; apathetic; half-hearted; 私の演説は冷淡な沈黙で迎えられた。; My speech was greeted with cold silence.""]","noun","","na_adjective","N1",1
6180,"冷凍","れいとう","[""freezing; cold storage; refrigeration; その魚と肉を冷凍してください。; Please freeze the fish and meat.""]","noun","suru","","N2",1
6181,"冷房","れいぼう","[""air conditioning; air cooling; antonym: ; 暖房;  (indoor) heating; 冷房が効きすぎているのですが。; How do I fix the air-conditioner?""]","noun","suru","","",1
6182,"励ます","はげます","[""to encourage; to cheer on; to cheer (someone) up; その調子で勉強を続けなさいと先生が励ましてくれた。; My teacher encouraged me in my studies.""]","verb","godan","","N1",1
6183,"励む","はげむ","[""to work hard; to try hard; to strive; to endeavour; to endeavor; to devote oneself to; to make an effort; to be zealous; 今まで以上にいっそう勉強に励みなさい。; You should study even more than before.""]","verb","godan","","N1",1
6184,"礼","れい","[""thanks; gratitude; see: ; お礼;  1. thanks; gratitude; 彼女の親切な助言に対して彼は礼を述べた。; He thanked her for her kind help.""]","noun","","","N2",1
6185,"礼儀","れいぎ","[""manners; courtesy; etiquette; そんなことをするのは礼儀の常識を欠いている。; That is beneath ordinary decency.""]","noun","","","N2",1
6186,"鈴","すず","[""bell (often globular); だれがその猫に鈴をつけられるか。; Who can put a bell on the cat?""]","noun","","","N2",1
6187,"零","れい","[""zero; nought""]","noun","","","N3",1
6188,"零点","れいてん","[""zero (points, marks); no marks; そのテストではだれも零点をとらなかった。; Nobody got zero in that test.""]","noun","","","N2",1
6189,"暦","こよみ","[""calendar; almanac; れき when a suffix; see: ; カレンダー;  1. calendar""]","noun","","","N1",1
6190,"歴史","れきし","[""history; 私は地理より歴史が好きだ。; I prefer history to geography.""]","noun","","","",1
6191,"列","れつ","[""row; line; file; column; queue; rank; procession; この数字の列を合計しなさい。; Add up this column of figures.""]","noun","","","N2",1
6192,"列車","れっしゃ","[""train; railway train; この列車は東京行きです。; This train is bound for Tokyo.""]","noun","","","N2",1
6193,"列島","れっとう","[""archipelago; chain of islands""]","noun","","","N2",1
6194,"劣る","おとる","[""to be inferior to; to be less good at; to fall behind; 彼女は、彼より、数学において劣っている。; She is inferior to him in math.""]","verb","godan","","N2",1
6195,"裂ける","さける","[""to split; to tear; to burst; to be separated; to be divided; この布は裂けやすい。; This cloth tears easily.""]","verb","ichidan","","N1",1
6196,"恋","こい","[""(romantic) love; それは片思いの恋だった。; It was a one-sided love affair.""]","noun","","","N2",1
6197,"恋しい","こいしい","[""yearned for; longed for; missed; あなたはアメリカで日本料理が恋しくなるでしょう。; You will miss Japanese food in the United States.""]","adjective","","i_adjective","N2",1
6198,"恋愛","れんあい","[""love; romance; tender passion; emotion; affections; 時は友情を深めるが、恋愛を弱める。; Time, which strengthens friendship, weakens love.""]","noun","suru","","N1",1
6199,"恋人","こいびと","[""lover; sweetheart; boyfriend; girlfriend; 私は恋人を「ダーリン」と呼びます。; I call my sweetheart darling.""]","noun","","","N3",1
6200,"煉瓦","れんが","[""brick; あの家はレンガ造りだ。; That house is built of bricks.""]","noun","","","N2",1
6201,"練る","ねる","[""to knead; to thicken into a paste (stirring over a flame); 私の心と思いとを練り清めてください。; Try out my reins and my heart.""]","verb","godan","","N1",1
6202,"連なる","つらなる","[""to extend; to stretch out; to stand in a row""]","verb","godan","","N1",1
6203,"連ねる","つらねる","[""to line up; to put in a row""]","verb","ichidan","","N1",1
6204,"連れ","つれ","[""companion; company; 私の連れは疲れすぎていて走るのはおろか、歩くこともできない、と言った。; My companion said that she was too tired to walk, let alone run.""]","noun","","","N2",1
6205,"連れる","つれる","[""to take (someone) with one; to bring along; to go with; to be accompanied by; でもさ、母を連れて行かなくてはいけないんだ。; But, I have to take my mother.""]","verb","ichidan","","",1
6206,"連休","れんきゅう","[""consecutive holidays; 先生も連休をエンジョイしたかったが、どっかの６人組の補習やら準備やらで連休無かったぞ！; I also wanted to enjoy the break, but thanks to preparation and supplementary lessons for a certain six-man team, I got none!""]","noun","","","N1",1
6207,"連合","れんごう","[""union; combination; alliance; confederation; coalition; 戦争は連合軍の勝利に終わった。; The war ended in victory for the Allied Powers.""]","noun","suru","","N2",1
6208,"連想","れんそう","[""association (of ideas); being reminded (of something); suggestion; 緑は草を連想させる。; Green is associated with grass.""]","noun","suru","","N2",1
6209,"連続","れんぞく","[""continuation; succession; series; sequence; 賢人いわく、人生は失望の連続である。; Some wise man has said life consists of one disappointment after another.""]","noun","suru","","N2",1
6210,"連帯","れんたい","[""solidarity""]","noun","suru","","N1",1
6211,"連中","れんちゅう","[""company; lot; people; bunch; gang; pack; guys; group; folks; familiar or derogatory; あの連中には近づいてはいけないよ。; You must steer clear of that gang.""]","noun","","","N1",1
6212,"連日","れんじつ","[""day after day; every day; 連日交通事故が起きる。; Traffic accidents happen daily.""]","noun","","","N1",1
6213,"連邦","れんぽう","[""federation (of states); confederation; commonwealth; union; アメリカ人は連邦税と州税の両方を払っている。; Americans pay both federal taxes and state taxes.; 米国連邦準備銀行は銀行の取り付け騒ぎを食い止めようとしています。; The Fed is trying to stave off a run on the banks.""]","noun","","","N1",1
6214,"連盟","れんめい","[""league; federation; union; 某連盟元会長が背任の容疑で逮捕されました。; The former president of a certain association has been arrested on suspicion of breach of trust.""]","noun","","","N1",1
6215,"連絡","れんらく","[""contacting; (making) contact; getting in touch; communication; correspondence; call; message; ここに来た時は、必ず連絡してね。; Please get in touch with me when you are here.""]","noun","suru","","",1
6216,"露","つゆ","[""dew; 芝生に露が降りている。; Dew has formed on the lawn.""]","noun","","","N1",1
6217,"露骨","ろこつ","[""open; unconcealed; undisguised; blatant; plain; frank; 露骨に嫌な顔をして、彼を睨みつけた。; I glared at him with a blatant look of disapproval on my face.""]","noun","","na_adjective","N1",1
6218,"労力","ろうりょく","[""labour; labor; effort; toil; trouble; コンピューターを使えば数字やグラフを扱うときに多くの時間と労力が省ける。; Computers will save you much time and energy when you deal with figures and graphs.""]","noun","","","N1",1
6219,"廊下","ろうか","[""corridor; hallway; passageway; 「学園の廊下で、濃厚なキスシーン・・・聞いたぞ聞いたぞ」「濃厚じゃなーい！話に尾ひれ付いてるって・・・」; \""A passionate kiss scene in a school corridor ... I've heard all about it!\"" \""It wasn't passionate! That's an exaggeration...\""""]","noun","","","N5",1
6220,"朗らか","ほがらか","[""cheerful; merry; sunny; melodious; 母は、のんきでほがらかでお人好しです。; My mother is carefree, cheerful and good-natured.""]","noun","","na_adjective","N2",1
6221,"朗読","ろうどく","[""reading aloud; recitation; see: ; 音読;  1. reading aloud; 彼はその詩を一本調子で朗読した。; He read the poem in a monotone.""]","noun","suru","","N1",1
6222,"浪費","ろうひ","[""waste; extravagance; それは確かに時間の浪費です。; It's certainly a waste of time.""]","noun","suru","","N1",1
6223,"漏る","もる","[""to leak; to run out; 雨が降ると必ず屋根から雨水が漏る。; Every time it rains, the roof leaks.""]","verb","godan","","N1",1
6224,"老いる","おいる","[""to age; to grow old; かわいそうな事にその老いた女性はまたもバッグを盗まれた。; The poor old woman had her bag stolen again.""]","verb","ichidan","","N1",1
6225,"老ける","ふける","[""to age; to grow old (esp. in appearance); to show marks of age; 気苦労で彼は急にふけた。; Care aged him quickly.""]","verb","ichidan","","N1",1
6226,"老人","ろうじん","[""old person; senior citizen; the aged; the elderly; あの老人は食べ物に難しい。; That old man is a fussy eater.""]","noun","","","N2",1
6227,"老衰","ろうすい","[""senility; senile decay; infirmity (through age); 彼は老衰で二年前に亡くなった。; He died of old age two years ago.""]","noun","suru","","N1",1
6228,"六日","むいか","[""6th day of the month; ４月５日か６日に会っていただけませんか。; Would it be possible to set up a meeting with us on April 5 or 6?""]","noun","","","N5",1
6229,"録音","ろくおん","[""(audio) recording; see: ; 録画;  (video) recording; そのテープレコーダーは彼の声を録音した。; The tape recorder has recorded his voice.""]","noun","suru","","N2",1
6230,"論じる","ろんじる","[""to discuss; to talk about; to deal with (a topic); see: ; 論ずる;  1. to discuss; to talk about; to deal with (a topic); その問題を自由に論じた。; We discussed the problem freely.""]","verb","ichidan","","N2",1
6231,"論ずる","ろんずる","[""to discuss; to talk about; to deal with (a topic); see: ; 論じる;  1. to discuss; to talk about; to deal with (a topic)""]","noun","","","N2",1
6232,"論議","ろんぎ","[""discussion; argument; debate; その計画は詳細に論議された。; The plan was discussed in detail.""]","noun","suru","","N1",1
6233,"論争","ろんそう","[""dispute; controversy; debate; argument; taking issue; 彼は論争すべきことを投げ与えてくるだろう。; He will cast me a bone to pick.""]","noun","suru","","N2",1
6234,"論文","ろんぶん","[""thesis; essay; treatise; paper; article; 彼はその問題について論文を書いた。; He wrote a paper on the subject.""]","noun","","","N2",1
6235,"論理","ろんり","[""logic; どうするかを決めるときは、論理ではなく本能を当てにする。; In making a decision, I rely not on logic but on instinct.""]","noun","","","N1",1
6236,"和やか","なごやか","[""mild; calm; gentle; quiet; congenial; amicable; amiable; friendly; genial; harmonious; peaceful; オフィスにはなごやかな雰囲気がある。; There is a friendly atmosphere in the office.""]","noun","","na_adjective","N1",1
6237,"和らげる","やわらげる","[""to soften; to moderate; to relieve; その薬は彼の苦痛を和らげた。; The medicine decreased his pain.""]","verb","ichidan","","N1",1
6238,"和英","わえい","[""Japanese-English""]","noun","","","N2",1
6239,"和服","わふく","[""Japanese clothes; 確かに彼女は和服を着ると美しく見える。; She certainly looks beautiful in a Japanese kimono.""]","noun","","","N2",1
6240,"和文","わぶん","[""Japanese text; sentence in Japanese""]","noun","","","N1",1
6241,"話し掛ける","はなしかける","[""to address (someone); to accost a person; to talk (to someone); 私はそんな失礼な話しかけられ方に慣れていない。; I'm not used to being talked to in such a rude manner.""]","verb","ichidan","","N2",1
6242,"話し合う","はなしあう","[""to discuss; to talk together; ここでその問題について話し合いましょう。; Let's discuss the matter here.""]","verb","godan","","N2",1
6243,"話す","はなす","[""to talk; to speak; to converse; to chat; ジョンはお客さんと電話で話した。; John talked with his customer on the phone.""]","verb","godan","","N3",1
6244,"話題","わだい","[""topic; subject; その話題は話し合う価値がある。; The topic is worth discussing.""]","noun","","","N2",1
6245,"賄う","まかなう","[""to supply (goods, money, etc.); to cover (costs); to pay; to finance; to maintain (e.g. a family); 彼のプロジェクトは助成金でまかなわれていた。; His project was funded by grants.""]","verb","godan","","N1",1
6246,"脇","わき","[""armpit; under one's arm; side; flank""]","noun","","","N2",1
6247,"惑星","わくせい","[""planet; 他の惑星には生命が存在するのですか。; Is there life on other planets?""]","noun","","","N1",1
6248,"枠","わく","[""frame; framework; ドアが枠に合わなければ合うまでドアにかんなをかけなければならない。; If a door doesn't fit the casing, we must plane it carefully until it does.""]","noun","","","N1",1
6249,"詫び","わび","[""apology; see: ; お詫び;  apology; どうしてあなたにお詫びする理由があるのですか。; Why should I apologize to you?""]","noun","","","N1",1
6250,"藁","わら","[""straw; あのわらは火が付きやすい。; That straw catches fire easily.""]","noun","","","N1",1
6251,"椀","わん","[""bowl (wooden); see: ; 碗;  1. bowl (ceramic, porcelain); そのお椀のスープはとてもおいしかった。; The soup in the bowl was very delicious.""]","noun","","","N2",1
6252,"湾","わん","[""bay; gulf; inlet; 川は山から下って湾に注いでいる。; The river descends from the mountains to the bay below.""]","noun","","","N2",1
6253,"碗","わん","[""bowl (ceramic, porcelain); see: ; 椀;  1. bowl (wooden)""]","noun","","","N2",1
6254,"腕","うで","[""arm; ＡＬＳのために、彼の手や腕はペンを握ったりタイプを打ったりすることができないほど弱くなってしまっていた。; ALS had made his hands and arms too weak to hold a pen or to type.""]","noun","","","",1
6255,"腕前","うでまえ","[""ability; skill; facility; 私はそのゴルファーの腕前に驚いた。; I marveled at the golfer's skill.""]","noun","","","N1",1
6256,"丼","どんぶり","[""porcelain bowl""]","noun","","","N2",1
6257,"几帳面","きちょうめん","[""methodical; precise; meticulous; scrupulous; regular; punctual; お金の事では彼女は几帳面です。; She is exact in money matters.""]","noun","","na_adjective","N1",1
6258,"もたれる","もたれる","[""to lean against; to lean on; to recline on; 彼は壁にもたれていた。; He was leaning against the wall.""]","verb","ichidan","","N2",1
6259,"呟く","つぶやく","[""to mutter; to murmur; to grumble; その内気な少年はぼそぼそと自分の名前をつぶやいた。; The shy boy murmured his name.""]","verb","godan","","N1",1
6260,"ああ","ああ","[""ah!; oh!; alas!; occ. written as 嗚呼, 噫 or 嗟; ああ悲しい。; Ah, me!""]","noun","","","N4",1
6261,"嗅ぐ","かぐ","[""to sniff; to smell; 犬は見知らぬ人の匂いをかいだ。; The dog sniffed at the stranger.""]","verb","godan","","N2",1
6262,"嗜好","しこう","[""taste; liking; preference""]","noun","suru","","N1",1
6263,"嘴","くちばし","[""beak; bill; きつつきは、長く尖ったくちばしで、木の幹をつついて、中にいる虫を食べます。; Woodpeckers peck tree trunks with their long pointed beaks and eat insects found there.""]","noun","","","N1",1
6264,"嘲笑う","あざわらう","[""to laugh at; to ridicule; to mock; to make fun of; to sneer at; われわれは貧しい人あざ笑ってはいけない。; We must not laugh at the poor.""]","verb","godan","","N1",1
6265,"囁く","ささやく","[""to whisper; to murmur; 一人の教授がささやいた。; One of his colleagues whispered.""]","verb","godan","","N2",1
6266,"埃","ほこり","[""dust; 彼女はほこりを払った。; She brushed away the dust.""]","noun","","","N2",1
6267,"婉曲","えんきょく","[""euphemistic; circumlocutory; periphrastic; roundabout; indirect""]","noun","","na_adjective","N1",1
6268,"しなやか","しなやか","[""supple; flexible; elastic""]","noun","","na_adjective","N1",1
6269,"屎尿","しにょう","[""excreta; raw sewage; human waste; night soil""]","noun","","","N1",1
6270,"ふざける","ふざける","[""to joke; to jest; to kid; to josh; もうやめなさい。今日はやけにふざけているんだから。; Stop it. You're being ridiculous.""]","verb","ichidan","","N2",1
6271,"箒","ほうき","[""broom; 彼女はほうきで部屋を掃除する。; She sweeps the room with a broom.""]","noun","","","N2",1
6272,"すり","すり","[""pickpocket; すりは人ごみの中に消えた。; The pickpocket disappeared into the crowd.""]","noun","","","",1
6273,"揉む","もむ","[""to rub; to crumple; その結果の報道に満足して彼は手をもんでうれしがっていた。; He was rubbing his hands over the report of the result.""]","verb","godan","","N2",1
6274,"からかう","からかう","[""to tease; to make fun of; to poke fun at; to make a crack about; to chaff; to kid; to joke; to banter; to pull someone's leg; 我々はこの事で彼をからかった。; We made fun of him about this.""]","verb","godan","","N2",1
6275,"檻","おり","[""cage; pen; (jail) cell; その動物は檻から出ようともがいた。; The animal struggled to get out of the cage.""]","noun","","","N1",1
6276,"洒落","しゃれ","[""joke; pun; jest; witticism; wordplay; 私たちはその教授が昔から言っているしゃれにうんざりしている。; We are tired of the professor's old joke.""]","noun","","","N2",1
6277,"洒落る","しゃれる","[""to dress stylishly; 君はそのシャツを着るとしゃれてみえる。; You look smart in the shirt.""]","verb","ichidan","","N1",1
6278,"滲む","にじむ","[""to run (of liquid); to spread; to bleed; to blot; ドレスを洗ったら色がにじんだ。; The color ran when the dress was washed.""]","verb","godan","","N1",1
6279,"炒める","いためる","[""to fry; to saute; to stir-fry; ルーは、バターと小麦粉を炒めながら作ります。; Roux is made while cooking flour and butter together.""]","verb","ichidan","","N1",1
6280,"狡い","ずるい","[""sly; cunning; sneaky; crafty; unfair; dishonest; 狐は他のどんな動物よりもずるいということだ。; It is said that the fox is more cunning than any other animal.""]","adjective","","i_adjective","N2",1
6281,"睨む","にらむ","[""to glare at; to scowl at; to glower at; 彼はにくらしげに彼女をにらんだ。; He stared at her with hatred.""]","verb","godan","","N2",1
6282,"やや","やや","[""a little; partially; somewhat; slightly; semi-; -ish; on the ... side; a short time; a while; この学校は規律がやや緩やかだ。; Discipline is rather mild at this school.""]","adverb","","","N2",1
6283,"聳える","そびえる","[""to rise (of a building, mountain, etc.); to tower; to soar; その峰は雲の上にそびえている。; The peak rises above the clouds.""]","verb","ichidan","","N1",1
6284,"嘗める","なめる","[""to lick; to lap; to suck; その子犬は彼女の頬を舐めた。; The puppy licked her on the cheek.""]","verb","ichidan","","N1",1
6285,"茹でる","ゆでる","[""to boil (something in hot water); see: ; 煮る;  to boil; to simmer; to stew; to seethe; 卵は硬くゆでてください。; Boil the eggs hard.""]","verb","ichidan","","N2",1
6286,"蕾","つぼみ","[""(flower) bud; バラのつぼみは摘めるうちに摘め。; Gather ye rosebuds while ye may.""]","noun","","","N1",1
6287,"くどい","くどい","[""repetitious; long-winded; tedious; wordy; verbose; insistent; importunate; くどいよ君の質問は、もううるさい。; Stop bugging me with your annoying questions!""]","adjective","","i_adjective","N2",1
6288,"贅沢","ぜいたく","[""luxury; extravagance; ジョンソンさんは蓄えてきたお金で退職してからもぜいたくに暮らせるだろう。; With the money Mr Johnson had saved, he would be able to live high on the hog when he retired.""]","noun","","na_adjective","N2",1
6289,"もたらす","もたらす","[""to bring (news, knowledge, etc.); to introduce; 多くのものが中国から日本にもたらされた。; Many things were brought to Japan from China.; 彼は私たちに悲しい知らせをもたらした。; He brought us sad news.""]","verb","godan","","N1",1
6290,"躾","しつけ","[""discipline; training; teaching manners; 男の子へのしつけは可能である。; Boys can be trained to behave.""]","noun","","","N1",1
6291,"躾ける","しつける","[""to train; to discipline; to teach manners; see: ; 仕付ける;  2. to train; to discipline; to teach manners; この犬は見知らぬ人にほえるようにしつけられている。; This dog is conditioned to bark at strangers.""]","verb","ichidan","","N1",1
6292,"辟易","へきえき","[""to be fed up (with); to be tired (of); to be bored (with); to be unable to bear; 彼は人付き合いに辟易している。; He's fed up with socializing.""]","noun","suru","","N1",1
6293,"霰","あられ","[""hail (esp. hailballs under 5 mm); graupel; see: ; 雹;  hail (esp. hailballs 5 mm or greater)""]","noun","","","N1",1
6294,"うどん","うどん","[""udon; thick Japanese wheat noodles; そばはそば粉から、うどんやきしめんは普通の小麦粉からできてるの。; Soba is made of buckwheat flour, and udon and kishimen are made of plain wheat flour.""]","noun","","","N2",1
6295,"騙す","だます","[""to trick; to cheat; to deceive; to swindle; to dupe; 私は彼女の約束にだまされた。; I was taken in by her promise.""]","verb","godan","","N2",1
6296,"ばい菌","ばいきん","[""germ; germs; bacteria; bug""]","noun","","","N1",1
6297,"愛想","あいそう","[""amiability; friendliness; affability; sociability; 彼女はとても愛想のよい隣人だ。; She is a most gracious neighbor.""]","noun","","","N1",1
6298,"悪口","わるくち","[""(verbal) abuse; speaking ill of people; bad-mouthing; name-calling; slander; abusive language; insulting remarks; 陰で他人の悪口を言うべきでない。; You should not speak ill of others behind their backs.""]","noun","","","N2",1
6299,"依存","いぞん","[""dependence; reliance; それはすべて天候に依存している。; It all depends on the weather.""]","noun","suru","","N1",1
6300,"一家","いっか","[""a family; a household; a home; one's family; whole family; ジョンソン一家はパーティーをするのが大好きだ。; The Johnsons love to have parties.""]","noun","","","N2",1
6301,"一筋","ひとすじ","[""one line; one stretch (e.g. of road); one strand (e.g. of hair); one beam (e.g. of light); one ray; one length (e.g. of rope); 涙が一筋頬を流れた。; A tear ran down her cheek.""]","noun","","","N1",1
6302,"一言","ひとこと","[""single word; a few words; brief comment; 一言で言えば、彼は馬鹿だと思います。; In a word, I think he's a fool.""]","noun","suru","","N3",1
6303,"一昨昨日","さきおととい","[""two days before yesterday; three days back (ago)""]","noun","","","N2",1
6304,"一昨日","おととい; いっさくじつ","[""day before yesterday; 「ウィキペディアを引用するな」という主張が昨日だか一昨日だかの朝日新聞に載っていた。; The exhortation \""Don't quote Wikipedia\"" was included in the Asahi newspaper of yesterday or the day before.""]","noun","","","N5",1
6305,"一昨年","いっさくねん","[""year before last; 彼女は、一昨年よりもはるかに暮らし向きがよい。; She's far better off than she was the year before last.""]","noun","","","N2",1
6306,"一時","いちじ","[""one o'clock; 誰かから電話があったら一時に戻るといって下さい。; If anyone should phone, say I will be back at one o'clock.""]","noun","","","N2",1
6307,"一人","ひとり","[""one person; esp. 一人, １人; 私は一人の弟がいます。; I have one brother.""]","noun","","","N3",1
6308,"独り","ひとり","[""one person; esp. 一人, １人; 私は一人の弟がいます。; I have one brother.""]","noun","","","N2",1
6309,"一生","いっしょう","[""whole life; a lifetime; all through life; あなたは、一生勉強しなければならない。; You must study your whole life.""]","noun","","","N3",1
6310,"一度","いちど","[""once; one time; on one occasion; 習慣は一度身についてしまうと、断ち切るのがとても難しい。; A habit is very difficult to shake off once it is formed.""]","noun","","","",1
6311,"一日","いちにち; ついたち","[""one day; 私は、月・水・金と一日おきに仕事をします。; I work every other day: Monday, Wednesday, and Friday.""]","noun","","","N5",1
6312,"逸れる","それる","[""to turn away; to bear off; to veer away; to swerve from; to miss (e.g. a target)""]","verb","ichidan","","N2",1
6313,"永久","えいきゅう","[""eternity; permanence; perpetuity; 彼は永久に日本を離れた。; He left Japan for good.""]","noun","","na_adjective","N2",1
6314,"円滑","えんかつ","[""smooth; undisturbed; uninterrupted; harmonious; 彼は、中国語をしっていたので、私たちは計画を円滑に実行できた。; His knowledge of Chinese enabled us to carry out our plan smoothly.""]","noun","","na_adjective","N1",1
6315,"塩","しお","[""salt; common salt; table salt; sodium chloride; このスープは塩が少し足りない。; This soup wants a bit of salt.""]","noun","","","N5",1
6316,"黄色","きいろ","[""yellow; amber; 床は緑色に塗られていたが、一方壁は黄色だった。; The floor was painted green, while the walls were yellow.""]","noun","","na_adjective","N5",1
6317,"俺","おれ","[""I; me; rough or arrogant; おまえはオレを殺そうとしている。; You are trying to kill me.""]","noun","","","N1",1
6318,"音","おと; おん; ね","[""sound; noise; ここから海の音が聞こえる。; We can hear the ocean from here.""]","noun","","","N2",1
6319,"音色","ねいろ","[""tone color; tone colour; tone quality; timbre; このギターは音色があっている。; The guitar is in tune.""]","noun","","","N1",1
6320,"化粧","けしょう","[""make-up; makeup; cosmetics; こってり化粧した顔は異様である。; A face with too much make up looks strange.""]","noun","suru","","N2",1
6321,"何","なに; なん","[""what; 今のアナウンスは何だったのですか。; What did the announcement just say?""]","noun","","","N3",1
6322,"可愛い","かわいい","[""cute; adorable; charming; lovely; pretty; この世にかわいい子はただ一人、母親にとってはそれはわが子。; There's only one pretty child in the world, and every mother has it.""]","adjective","","i_adjective","N5",1
6323,"台詞","せりふ","[""(spoken) line (in a play, film, comic, etc.); one's lines; 役者は台詞を暗記しなければならない。; An actor has to memorize his lines.""]","noun","","","N2",1
6324,"暇","ひま","[""spare time; free time; leisure; 仕事は楽で、暇がたくさんあります。; My job is easy and I have a lot of free time.; 今晩暇かな？; Are you free tonight?""]","noun","","","N5",1
6325,"火傷","やけど","[""burn; scald; アイロンで手をやけどしました。; I burned my hand with an iron.""]","noun","suru","","N2",1
